Category,Product,Price,UserName,UserID,Rating,Eyecolor,Haircolor,Skintone,SwatchID,R,G,B
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,luaren,1504285842,5,brown,brunette,olive,1972603,192.65586419753086,115.43441358024691,136.53317901234567
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,Eloabmeira,10323789226,5,green,brunette,light,1972587,220.6466049382716,115.48070987654322,111.15046296296296
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,foreignyello,12062144280,5,brown,auburn,tan,1972611,179.70138888888889,131.78703703703704,125.74768518518519
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,Jamiex9,6842797450,5,brown,brunette,fair,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,Nsperman,11832594337,5,green,brunette,fair,1972603,192.65586419753086,115.43441358024691,136.53317901234567
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,MandyGW,9975295849,5,blue,brunette,fair,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,kcoopxoxo,6418511858,5,brown,brunette,medium,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,sls011887,7622523918,5,blue,blonde,fair,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,DyPrincess,6784876504,5,brown,brunette,medium,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,mrsauttieb,6730005863,5,blue,red,porcelain,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,roolala13,1543422244,5,green,brunette,fair,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,pattiolive,2051960092,5,brown,brunette,medium,1972587,220.6466049382716,115.48070987654322,111.15046296296296
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,DS143,936717602,5,green,black,deep,1972611,179.70138888888889,131.78703703703704,125.74768518518519
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,meaaaagan,8789817790,5,green,blonde,medium,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,DeeHollie,6567575418,5,green,brunette,olive,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,StainedCouture,1925208018,5,brown,black,deep,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,AMaraCan,7668658225,5,green,brunette,olive,1972603,192.65586419753086,115.43441358024691,136.53317901234567
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,simphoniicaa,7188726906,5,brown,brunette,tan,1972595,210.46604938271605,112.03935185185185,135.7476851851852
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,Sheena41,11885346610,5,green,blonde,light,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,ktreed95,6199599014,5,blue,brunette,light,1972611,179.70138888888889,131.78703703703704,125.74768518518519
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,nekojita,5455591993,5,hazel,brunette,porcelain,1972603,192.65586419753086,115.43441358024691,136.53317901234567
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,Mrsarballo,11922248297,5,brown,brunette,medium,1972629,162.87577160493828,117.65895061728395,125.40432098765432
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,Jesmichellec,11518340612,5,brown,blonde,medium,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,KeepingUpWKelly,2573713408,5,hazel,blonde,fair,1972587,220.6466049382716,115.48070987654322,111.15046296296296
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,teetee1360,1159718177,5,brown,brunette,fair,1972579,237.66820987654322,129.57253086419752,169.78240740740742
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,kacundiff,2455380227,5,blue,blonde,fair,1972603,192.65586419753086,115.43441358024691,136.53317901234567
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,vellaa,12147764319,5,brown,brunette,deep,1972611,179.70138888888889,131.78703703703704,125.74768518518519
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,EmmaPlum,11917304849,5,brown,brunette,light,1972611,179.70138888888889,131.78703703703704,125.74768518518519
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,primadonnasky,6275895420,5,hazel,brunette,light,1972587,220.6466049382716,115.48070987654322,111.15046296296296
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,MSDR3,7844533832,5,blue,blonde,fair,1972587,220.6466049382716,115.48070987654322,111.15046296296296
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,MollyJMo,8447014249,5,brown,brunette,medium,1972587,220.6466049382716,115.48070987654322,111.15046296296296
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,figpox,1212314532,5,brown,brunette,medium,1972611,179.70138888888889,131.78703703703704,125.74768518518519
lipstick,Marc Jacobs Beauty Le Marc Liquid Lip Crayon,26.0,lemongirl420,5579060758,5,brown,brunette,medium,1972611,179.70138888888889,131.78703703703704,125.74768518518519
