Category,Product,Price,UserName,UserID,Rating,Eyecolor,Haircolor,Skintone,SwatchID,R,G,B
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Meadow52,5093201236,5,brown,brunette,medium,1797539,164.8479938271605,77.60108024691358,87.15046296296296
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,ohminsun,1186055472,5,brown,brunette,tan,1797513,193.80632716049382,21.19212962962963,35.675925925925924
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,amyo,1304298892,5,blue,brunette,medium,1797448,207.83024691358025,106.69753086419753,104.69521604938272
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,jazuero4,10350085552,5,brown,brunette,tan,1797554,99.21296296296296,58.092592592592595,56.26851851851852
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,greeneyedgirl107,1432001315,5,green,brunette,light,1797547,162.0216049382716,86.16666666666667,99.91358024691358
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,justjackie824,5654341961,5,brown,brunette,porcelain,1797455,170.26388888888889,58.15663580246913,59.69135802469136
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,anyaglamgirl,10829433897,5,brown,brunette,fair,1797448,207.83024691358025,106.69753086419753,104.69521604938272
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Ilyana5,5794204551,5,brown,black,medium,1797539,164.8479938271605,77.60108024691358,87.15046296296296
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,skellyfish,8944003019,5,blue,brunette,medium,1797505,170.50077160493828,45.848765432098766,47.05401234567901
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,TrishRNCEN,11097489770,5,green,auburn,fair,2069987,173.84336419753086,67.06635802469135,83.96064814814815
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,RRRandy,1849653033,5,blue,gray,fair,1797513,193.80632716049382,21.19212962962963,35.675925925925924
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Anastasia37,9783371950,5,brown,auburn,light,1797505,170.50077160493828,45.848765432098766,47.05401234567901
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,JillTX,1081385346,5,brown,brunette,light,1797448,207.83024691358025,106.69753086419753,104.69521604938272
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,adria25,1309956582,5,hazel,brunette,medium,1797521,121.37037037037037,51.398148148148145,67.23456790123457
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,dhyanna,989501064,5,brown,black,medium,1797513,193.80632716049382,21.19212962962963,35.675925925925924
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,FlipAquarius,2738512529,5,green,brunette,fair,1797554,99.21296296296296,58.092592592592595,56.26851851851852
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,sashainbg,1802336368,5,green,blonde,light,1797455,170.26388888888889,58.15663580246913,59.69135802469136
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,luvbug24,1117502448,5,brown,brunette,light,1797497,222.36111111111111,76.61342592592592,56.43518518518518
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,jen1978,1091565923,5,brown,brunette,fair,1797489,187.33564814814815,42.22067901234568,88.95679012345678
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Beached,1331707363,5,brown,brunette,light,1797521,121.37037037037037,51.398148148148145,67.23456790123457
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,IrkaGem,12272653369,5,brown,auburn,medium,1797521,121.37037037037037,51.398148148148145,67.23456790123457
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,LC146,5533639924,5,green,gray,fair,1797547,162.0216049382716,86.16666666666667,99.91358024691358
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Heartoglass,2080504317,5,blue,blonde,fair,1797554,99.21296296296296,58.092592592592595,56.26851851851852
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,dlightful99,1600999107,5,brown,brunette,medium,1797489,187.33564814814815,42.22067901234568,88.95679012345678
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,chingona,1245583566,5,brown,black,,1797448,207.83024691358025,106.69753086419753,104.69521604938272
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,takeabao,1902497492,5,brown,black,fair,1797554,99.21296296296296,58.092592592592595,56.26851851851852
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,nimbus99,10284141365,5,brown,brunette,medium,1797513,193.80632716049382,21.19212962962963,35.675925925925924
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,K1tKatt,1816202255,5,brown,brunette,light,1797497,222.36111111111111,76.61342592592592,56.43518518518518
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,RosaliaSong,6629652182,5,brown,black,light,2069987,173.84336419753086,67.06635802469135,83.96064814814815
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,beautyexpert48,1512120687,5,green,black,porcelain,1797505,170.50077160493828,45.848765432098766,47.05401234567901
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Xinlcos,5295938678,5,brown,black,medium,1797455,170.26388888888889,58.15663580246913,59.69135802469136
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,ART6,1307882965,5,brown,brunette,light,2069987,173.84336419753086,67.06635802469135,83.96064814814815
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,CarolineLan,6837100669,5,brown,black,light,1918747,236.8966049382716,103.07407407407408,98.77391975308642
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,hauteinfl,1056550841,4,hazel,brunette,light,1797554,99.21296296296296,58.092592592592595,56.26851851851852
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,missvixen,1516925215,4,brown,brunette,medium,1797521,121.37037037037037,51.398148148148145,67.23456790123457
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Live2Trvl,2575810110,4,hazel,auburn,fair,1797554,99.21296296296296,58.092592592592595,56.26851851851852
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,bamamama1982,7813875732,4,brown,brunette,fair,1797539,164.8479938271605,77.60108024691358,87.15046296296296
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Kmab,5160131837,3,brown,brunette,deep,1797539,164.8479938271605,77.60108024691358,87.15046296296296
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Wvm6,1405039863,2,brown,brunette,light,1797448,207.83024691358025,106.69753086419753,104.69521604938272
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,mvandendooren,2623126434,2,brown,brunette,fair,1797521,121.37037037037037,51.398148148148145,67.23456790123457
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,Amandeex3,9170151335,2,brown,black,medium,1797448,207.83024691358025,106.69753086419753,104.69521604938272
lipstick,Givenchy Rouge Interdit Vinyl Color Enhancing Lipstick,34.0,jenismyname,1500894522,1,green,brunette,tan,1797513,193.80632716049382,21.19212962962963,35.675925925925924
