Category,Product,Price,UserName,UserID,Rating,Eyecolor,Haircolor,Skintone,SwatchID,R,G,B
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,Zawadzki,8926533182,5,brown,brunette,medium,2187524,222.39969135802468,179.64737654320987,145.4297839506173
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,fleshandbone,1512228128,5,brown,brunette,deep,2187573,215.41666666666666,156.1141975308642,112.57484567901234
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,DreeDoe,2441464173,5,brown,black,tan,2187359,211.10570987654322,146.48225308641975,102.13194444444444
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,balletlover93,10694960521,5,hazel,blonde,porcelain,2187573,215.41666666666666,156.1141975308642,112.57484567901234
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,Samhopefaith,22823373772,5,green,black,fair,2187482,237.22916666666666,191.86574074074073,164.99305555555554
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,violovely,1633365207,5,brown,brunette,fair,2187490,223.3827160493827,182.2445987654321,157.0979938271605
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,CeliaCruz24,1537344419,5,brown,brunette,tan,2187557,216.27623456790124,161.3719135802469,122.11496913580247
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,Holly1027,8384367935,5,hazel,blonde,porcelain,2187458,241.6219135802469,209.42206790123456,192.7060185185185
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,IndigoChild1313,11707402199,5,brown,black,fair,2187474,239.93672839506172,206.82947530864197,190.04320987654322
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,frogger69,1422421583,5,,blonde,medium,2187557,216.27623456790124,161.3719135802469,122.11496913580247
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,harmony420,6108465322,5,hazel,brunette,porcelain,2187490,223.3827160493827,182.2445987654321,157.0979938271605
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,maddieaaronn,2249612865,5,blue,brunette,fair,2187482,237.22916666666666,191.86574074074073,164.99305555555554
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,balletlover93,10694960521,5,hazel,blonde,porcelain,2187458,241.6219135802469,209.42206790123456,192.7060185185185
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,Tartetoo,5544856217,5,brown,brunette,light,2187557,216.27623456790124,161.3719135802469,122.11496913580247
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,BrandiHXC,5195293955,5,brown,black,medium,2187524,222.39969135802468,179.64737654320987,145.4297839506173
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,DollyPrincess,8866031959,5,,blonde,porcelain,2187458,241.6219135802469,209.42206790123456,192.7060185185185
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,Nattles25,1077946363,4,green,blonde,fair,2187482,237.22916666666666,191.86574074074073,164.99305555555554
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,Katz25,2481382409,4,brown,black,dark,2187383,200.65354938271605,136.96682098765433,104.66358024691358
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,beccavegan,8033030806,3,hazel,blonde,porcelain,2187458,241.6219135802469,209.42206790123456,192.7060185185185
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,adellerenyard,6118135974,3,hazel,brunette,tan,2187532,230.304012345679,177.0787037037037,142.45216049382717
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,lisa1239887665,12338543,1,brown,brunette,light,2187474,239.93672839506172,206.82947530864197,190.04320987654322
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,24.0,MMA72,8003430140,1,brown,brunette,olive,2187573,215.41666666666666,156.1141975308642,112.57484567901234
