Category,Product,Price,UserName,UserID,Rating,Eyecolor,Haircolor,Skintone,SwatchID,R,G,B
lipstick,Charlotte Tilbury Matte Revolution Lipstick - Walk of No Shame Collection,34.0,CeeGeen,1351282847,5,brown,brunette,light,2360576,181.7962962962963,65.8695987654321,78.86805555555556
lipstick,Charlotte Tilbury Matte Revolution Lipstick - Walk of No Shame Collection,34.0,skhan546,1675419930,4,brown,black,olive,2360576,181.7962962962963,65.8695987654321,78.86805555555556
lipstick,Charlotte Tilbury Matte Revolution Lipstick - Walk of No Shame Collection,34.0,jenniebird,9945184832,2,blue,blonde,porcelain,2360576,181.7962962962963,65.8695987654321,78.86805555555556
