Category,Product,Price,UserName,UserID,Rating,Eyecolor,Haircolor,Skintone,SwatchID,R,G,B
lipstick,tarte SEA Color Splash Lipstick,21.0,mar828,7872366530,5,blue,blonde,fair,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,mamaselle,7773242405,5,brown,black,tan,1905587,194.28009259259258,113.45293209876543,106.58564814814815
lipstick,tarte SEA Color Splash Lipstick,21.0,Efika,21253184228,5,blue,brunette,fair,1905595,195.38194444444446,102.57098765432099,102.97453703703704
lipstick,tarte SEA Color Splash Lipstick,21.0,sblum182,7992251979,5,brown,brunette,porcelain,1905512,231.52932098765433,140.6226851851852,125.92515432098766
lipstick,tarte SEA Color Splash Lipstick,21.0,Sumthingvague,2393573910,5,brown,brunette,tan,1905595,195.38194444444446,102.57098765432099,102.97453703703704
lipstick,tarte SEA Color Splash Lipstick,21.0,SSolomon,2588550321,5,brown,black,porcelain,1905579,181.54706790123456,107.95370370370371,101.1628086419753
lipstick,tarte SEA Color Splash Lipstick,21.0,happycust,1774572348,5,brown,brunette,light,1905603,176.11342592592592,84.22376543209876,83.3479938271605
lipstick,tarte SEA Color Splash Lipstick,21.0,Beetimemakeup,7100084624,5,green,blonde,fair,1905561,205.21141975308643,123.71913580246914,106.26543209876543
lipstick,tarte SEA Color Splash Lipstick,21.0,mcjany,1676822042,5,blue,blonde,fair,1905637,183.69984567901236,80.58179012345678,89.32407407407408
lipstick,tarte SEA Color Splash Lipstick,21.0,FabulishBeauty,1284167225,5,hazel,brunette,light,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,purpleflutter,12698797425,5,brown,brunette,medium,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,BellaVivace,2829335756,5,hazel,brunette,light,2064715,190.17283950617283,89.6358024691358,86.09567901234568
lipstick,tarte SEA Color Splash Lipstick,21.0,meijordear,21530270236,5,green,blonde,porcelain,1905520,215.10416666666666,141.49305555555554,134.6466049382716
lipstick,tarte SEA Color Splash Lipstick,21.0,TheSiren,1430573507,5,hazel,brunette,olive,1905561,205.21141975308643,123.71913580246914,106.26543209876543
lipstick,tarte SEA Color Splash Lipstick,21.0,BeckyO9,6698669863,5,hazel,brunette,light,1905520,215.10416666666666,141.49305555555554,134.6466049382716
lipstick,tarte SEA Color Splash Lipstick,21.0,AmyChelle,9231425071,5,green,red,porcelain,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,Skinnypeach,11931466091,5,hazel,brunette,porcelain,1905611,173.33179012345678,90.72376543209876,101.61728395061728
lipstick,tarte SEA Color Splash Lipstick,21.0,,1580280708,5,brown,blonde,light,1905538,211.46913580246914,128.6712962962963,124.53472222222223
lipstick,tarte SEA Color Splash Lipstick,21.0,TheNamesFaith,24431293105,5,green,blonde,porcelain,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,squiddly123,9176163555,5,green,auburn,fair,1905686,146.90277777777777,56.32098765432099,69.73148148148148
lipstick,tarte SEA Color Splash Lipstick,21.0,RahRahel,7864794792,5,hazel,brunette,light,1905538,211.46913580246914,128.6712962962963,124.53472222222223
lipstick,tarte SEA Color Splash Lipstick,21.0,vasheila,678467709,5,brown,blonde,medium,1905652,169.75,89.77160493827161,107.08487654320987
lipstick,tarte SEA Color Splash Lipstick,21.0,Evie1579,20723621816,5,blue,brunette,fair,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,MichelleH929,2287553008,5,blue,brunette,fair,1905629,189.83873456790124,73.33796296296296,75.81172839506173
lipstick,tarte SEA Color Splash Lipstick,21.0,natyzerq,11024757179,5,brown,brunette,medium,1905660,177.13657407407408,55.15432098765432,94.1496913580247
lipstick,tarte SEA Color Splash Lipstick,21.0,RogueWest,7891656973,5,blue,blonde,light,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,Mixed4,2423021204,5,brown,black,deep,1905561,205.21141975308643,123.71913580246914,106.26543209876543
lipstick,tarte SEA Color Splash Lipstick,21.0,acortie,1336345840,5,blue,blonde,light,1905595,195.38194444444446,102.57098765432099,102.97453703703704
lipstick,tarte SEA Color Splash Lipstick,21.0,SSolomon,2588550321,5,brown,black,porcelain,1905595,195.38194444444446,102.57098765432099,102.97453703703704
lipstick,tarte SEA Color Splash Lipstick,21.0,hollywood977,5612812500,5,blue,blonde,fair,1905595,195.38194444444446,102.57098765432099,102.97453703703704
lipstick,tarte SEA Color Splash Lipstick,21.0,SOUTHERNTRIPLET,9620130197,5,hazel,brunette,tan,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,LovetoLoveLife,5292212505,5,brown,black,medium,1905603,176.11342592592592,84.22376543209876,83.3479938271605
lipstick,tarte SEA Color Splash Lipstick,21.0,MJLOVER,11469399724,5,blue,blonde,medium,2064665,152.60725308641975,65.07947530864197,140.71527777777777
lipstick,tarte SEA Color Splash Lipstick,21.0,Melindacrystal,1987674556,5,brown,brunette,medium,1905579,181.54706790123456,107.95370370370371,101.1628086419753
lipstick,tarte SEA Color Splash Lipstick,21.0,beautybae123,6600219093,5,brown,brunette,fair,1905538,211.46913580246914,128.6712962962963,124.53472222222223
lipstick,tarte SEA Color Splash Lipstick,21.0,mollie622,11338347811,5,hazel,blonde,fair,1905546,212.31712962962962,139.8341049382716,151.08873456790124
lipstick,tarte SEA Color Splash Lipstick,21.0,Mbusa84,21714684966,5,brown,brunette,medium,1905611,173.33179012345678,90.72376543209876,101.61728395061728
lipstick,tarte SEA Color Splash Lipstick,21.0,savmill,6451770273,5,brown,blonde,medium,1905546,212.31712962962962,139.8341049382716,151.08873456790124
